Date                	Time                	Reading             	Alarm               	
7/7/2017            	7:15:15 AM          	-19.342 °C          	                    	
7/7/2017            	7:15:25 AM          	-19.347 °C          	                    	
7/7/2017            	7:15:45 AM          	-19.337 °C          	                    	
7/7/2017            	7:15:55 AM          	-19.333 °C          	                    	
7/7/2017            	7:16:06 AM          	-19.336 °C          	                    	
7/7/2017            	7:16:19 AM          	-19.336 °C          	                    	
7/7/2017            	7:16:25 AM          	-19.337 °C          	                    	
7/7/2017            	7:16:35 AM          	-19.338 °C          	                    	
7/7/2017            	7:16:46 AM          	-19.340 °C          	                    	
7/7/2017            	7:16:55 AM          	-19.336 °C          	                    	
7/7/2017            	7:17:05 AM          	-19.332 °C          	                    	
7/7/2017            	7:17:15 AM          	-19.330 °C          	                    	
7/7/2017            	7:17:26 AM          	-19.328 °C          	                    	
7/7/2017            	7:17:35 AM          	-19.323 °C          	                    	
7/7/2017            	7:17:46 AM          	-19.323 °C          	                    	
7/7/2017            	7:17:55 AM          	-19.320 °C          	                    	
7/7/2017            	7:18:06 AM          	-19.316 °C          	                    	
7/7/2017            	7:18:15 AM          	-19.314 °C          	                    	
7/7/2017            	7:18:25 AM          	-19.311 °C          	                    	
7/7/2017            	7:18:35 AM          	-19.308 °C          	                    	
7/7/2017            	7:18:47 AM          	-19.305 °C          	                    	
7/7/2017            	7:18:55 AM          	-19.305 °C          	                    	
7/7/2017            	7:19:05 AM          	-19.302 °C          	                    	
7/7/2017            	7:19:15 AM          	-19.305 °C          	                    	
7/7/2017            	7:19:26 AM          	-19.308 °C          	                    	
7/7/2017            	7:19:35 AM          	-19.310 °C          	                    	
7/7/2017            	7:19:45 AM          	-19.315 °C          	                    	
7/7/2017            	7:19:55 AM          	-19.321 °C          	                    	
7/7/2017            	7:20:06 AM          	-19.328 °C          	                    	
7/7/2017            	7:20:15 AM          	-19.337 °C          	                    	
7/7/2017            	7:20:25 AM          	-19.342 °C          	                    	
7/7/2017            	7:20:35 AM          	-19.349 °C          	                    	
7/7/2017            	7:20:46 AM          	-19.346 °C          	                    	
7/7/2017            	7:20:55 AM          	-19.341 °C          	                    	
7/7/2017            	7:21:05 AM          	-19.335 °C          	                    	
7/7/2017            	7:21:15 AM          	-19.333 °C          	                    	
7/7/2017            	7:21:26 AM          	-19.331 °C          	                    	
7/7/2017            	7:21:35 AM          	-19.333 °C          	                    	
7/7/2017            	7:21:45 AM          	-19.328 °C          	                    	
7/7/2017            	7:21:55 AM          	-19.323 °C          	                    	
7/7/2017            	7:22:06 AM          	-19.321 °C          	                    	
7/7/2017            	7:22:15 AM          	-19.315 °C          	                    	
7/7/2017            	7:22:25 AM          	-19.315 °C          	                    	
7/7/2017            	7:22:35 AM          	-19.315 °C          	                    	
7/7/2017            	7:22:46 AM          	-19.315 °C          	                    	
7/7/2017            	7:22:56 AM          	-19.317 °C          	                    	
7/7/2017            	7:23:05 AM          	-19.315 °C          	                    	
7/7/2017            	7:23:15 AM          	-19.304 °C          	                    	
7/7/2017            	7:23:27 AM          	-19.295 °C          	                    	
7/7/2017            	7:23:35 AM          	-19.294 °C          	                    	
7/7/2017            	7:23:45 AM          	-19.287 °C          	                    	
7/7/2017            	7:23:55 AM          	-19.292 °C          	                    	
7/7/2017            	7:24:07 AM          	-19.292 °C          	                    	
7/7/2017            	7:24:15 AM          	-19.296 °C          	                    	
7/7/2017            	7:24:25 AM          	-19.293 °C          	                    	
7/7/2017            	7:24:35 AM          	-19.294 °C          	                    	
7/7/2017            	7:24:47 AM          	-19.293 °C          	                    	
7/7/2017            	7:24:55 AM          	-19.287 °C          	                    	
7/7/2017            	7:25:05 AM          	-19.283 °C          	                    	
7/7/2017            	7:25:15 AM          	-19.278 °C          	                    	
7/7/2017            	7:25:27 AM          	-19.279 °C          	                    	
7/7/2017            	7:25:35 AM          	-19.278 °C          	                    	
7/7/2017            	7:25:45 AM          	-19.279 °C          	                    	
7/7/2017            	7:25:55 AM          	-19.279 °C          	                    	
7/7/2017            	7:26:07 AM          	-19.281 °C          	                    	
7/7/2017            	7:26:15 AM          	-19.283 °C          	                    	
7/7/2017            	7:26:25 AM          	-19.281 °C          	                    	
7/7/2017            	7:26:35 AM          	-19.280 °C          	                    	
7/7/2017            	7:26:48 AM          	-19.283 °C          	                    	
7/7/2017            	7:26:55 AM          	-19.283 °C          	                    	
7/7/2017            	7:27:05 AM          	-19.279 °C          	                    	
7/7/2017            	7:27:15 AM          	-19.280 °C          	                    	
7/7/2017            	7:27:28 AM          	-19.283 °C          	                    	
7/7/2017            	7:27:35 AM          	-19.284 °C          	                    	
